,2023-08-31,2023-05-31,2023-02-28
OrdinarySharesNumber,131122174.0,131122174.0,131122174.0
ShareIssued,131122174.0,131122174.0,131122174.0
NetDebt,4274423.0,4893815.0,4949797.0
TotalDebt,6002855.0,6425193.0,6449844.0
TangibleBookValue,11714688.0,9226130.0,9972929.0
InvestedCapital,17717543.0,15651323.0,16422773.0
WorkingCapital,4139795.0,1715655.0,2175609.0
NetTangibleAssets,11714688.0,9226130.0,9972929.0
CommonStockEquity,11714688.0,9226130.0,9972929.0
TotalCapitalization,12894101.0,10827881.0,11599331.0
TotalEquityGrossMinorityInterest,11714688.0,9226130.0,9972929.0
StockholdersEquity,11714688.0,9226130.0,9972929.0
OtherEquityInterest,1985691.0,1985691.0,1985691.0
GainsLossesNotAffectingRetainedEarnings,2705082.0,2695706.0,2667761.0
RetainedEarnings,-15475983.0,-17955165.0,-17180421.0
CapitalStock,22499898.0,22499898.0,22499898.0
CommonStock,22499898.0,22499898.0,22499898.0
TotalLiabilitiesNetMinorityInterest,7121405.0,7765285.0,7236239.0
TotalNonCurrentLiabilitiesNetMinorityInterest,1179414.0,1601752.0,1626402.0
OtherNonCurrentLiabilities,1.0,1.0,
LongTermDebtAndCapitalLeaseObligation,1179413.0,1601751.0,1626402.0
LongTermDebt,1179413.0,1601751.0,1626402.0
CurrentLiabilities,5941991.0,6163533.0,5609837.0
CurrentDebtAndCapitalLeaseObligation,4823442.0,4823442.0,4823442.0
CurrentDebt,4823442.0,4823442.0,4823442.0
OtherCurrentBorrowings,4823442.0,4823442.0,4823442.0
PayablesAndAccruedExpenses,1118549.0,1340091.0,786395.0
CurrentAccruedExpenses,527853.0,283333.0,314061.0
Payables,590696.0,1056758.0,472334.0
TotalTaxPayable,77844.0,39713.0,32552.0
AccountsPayable,512852.0,1017045.0,439782.0
TotalAssets,18836093.0,16991415.0,17209168.0
TotalNonCurrentAssets,8754307.0,9112218.0,9423722.0
NetPPE,8754307.0,9112218.0,9423722.0
AccumulatedDepreciation,-3802149.0,-3387867.0,-3065564.0
GrossPPE,12556456.0,12500085.0,12489286.0
OtherProperties,5465522.0,5423838.0,5413039.0
BuildingsAndImprovements,6002537.0,5987850.0,5987850.0
LandAndImprovements,1088397.0,1088397.0,1088397.0
Properties,0.0,0.0,0.0
CurrentAssets,10081786.0,7879188.0,7785446.0
OtherCurrentAssets,,,1.0
PrepaidAssets,51757.0,19432.0,45570.0
Inventory,5989364.0,4144802.0,5064765.0
OtherInventories,4035020.0,,
FinishedGoods,837737.0,1082528.0,1765780.0
WorkInProcess,1116607.0,3062274.0,3298985.0
Receivables,2312232.0,2183575.0,1146313.0
AccountsReceivable,2312232.0,2183575.0,1146313.0
CashCashEquivalentsAndShortTermInvestments,1728433.0,1531379.0,1528797.0
OtherShortTermInvestments,1.0,1.0,28750.0
CashAndCashEquivalents,1728432.0,1531378.0,1500047.0
CashFinancial,1728432.0,1531378.0,1500047.0
